NCM;DESCRICAO
8460.90.12;De esmerilhar, com duas ou mais cabe as e porta-pe as rotativo
8460.90.19;Outras
8460.90.90;Outras
84.61;M quinas-ferramentas para aplainar, plainas-limadoras, m quinas-ferramentas para escatelar, brochar, cortar ou acabar engrenagens, serrar, seccionar e outras m quinas-ferramentas que trabalhem por elimina  o de metal ou de cermets, n o especificadas nem compreendidas noutras posi  es.
8461.20;- Plainas-limadoras e m quinas para escatelar
8461.20.10;Para escatelar
8461.20.90;Outras
8461.30;- M quinas para brochar
8461.30.10;De comando num rico
8461.30.90;Outras
8461.40;- M quinas para cortar ou acabar engrenagens
8461.40.10;De comando num rico
8461.40.9;Outras
8461.40.91;Redondeadoras de dentes
8461.40.99;Outras
8461.50;- M quinas para serrar ou seccionar
8461.50.10;De fitas sem fim
8461.50.20;Circulares
8461.50.90;Outras
8461.90;- Outras
8461.90.10;De comando num rico
8461.90.90;Outras
84.62;"M quinas-ferramentas (incluindo as prensas) para forjar ou estampar, martelos, martelos-pil es e martinetes, para trabalhar metais (excluindo os laminadores); m quinas-ferramentas (incluindo as prensas, as linhas de corte longitudinal e as linhas de corte transversal) para enrolar, arquear, dobrar, endireitar, aplanar, cisalhar, puncionar, chanfrar ou mordiscar metais (excluindo as bancas para estirar); prensas para trabalhar metais ou carbonetos met licos, n o especificadas acima."
8462.1;- M quinas para trabalhar a quente (incluindo as prensas) para forjar por matrizagem ou de forjamento livre ou de estampar, martelos, martelos-pil es e martinetes:
8462.11.00;-- M quinas para forjamento em matriz fechada
8462.19.00;-- Outras
8462.2;- M quinas (incluindo as prensas dobradeiras) para enrolar, arquear, dobrar, endireitar ou aplanar, para produtos planos:
8462.22.00;-- M quinas para forma  o de perfis
8462.23.00;-- Prensas dobradeiras, de comando num rico
8462.24.00;-- Prensas para pain is, de comando num rico
8462.25.00;-- M quinas de conforma  o por rolos, de comando num rico
8462.26.00;-- Outras m quinas para enrolar, arquear, dobrar, endireitar ou aplanar, de comando num rico
8462.29.00;-- Outras
8462.3;- Linhas de corte longitudinal, linhas de corte transversal e outras m quinas (excluindo as prensas) para cisalhar, para produtos planos, exceto as m quinas combinadas de puncionar e cisalhar:
8462.32.00;-- Linhas de corte longitudinal e linhas de corte transversal
8462.33.00;-- M quinas para cisalhar, de comando num rico
8462.39.00;-- Outras
8462.4;- M quinas (excluindo as prensas) para puncionar, chanfrar ou mordiscar, para produtos planos, incluindo as m quinas combinadas de puncionar e cisalhar:
8462.42.00;-- De comando num rico
8462.49.00;-- Outras
8462.5;- M quinas (excluindo as prensas) para trabalhar tubos, perfis ocos, perfis e barras:
8462.51.00;-- De comando num rico
8462.59.00;-- Outras
8462.6;- Prensas para trabalhar metal a frio:
8462.61.00;-- Prensas hidr ulicas
8462.62.00;-- Prensas mec nicas
8462.63.00;-- Servoprensas
8462.69.00;-- Outras
8462.90.00;- Outras
84.63;Outras m quinas-ferramentas para trabalhar metais ou cermets, que trabalhem sem elimina  o de mat ria.
8463.10;- Bancas para estirar barras, tubos, perfis, fios ou semelhantes
8463.10.10;Para estirar tubos
8463.10.90;Outros
8463.20;- M quinas para fazer roscas internas ou externas por laminagem
8463.20.10;De comando num rico
8463.20.9;Outras
8463.20.91;De pente plano, com capacidade de produ  o igual ou superior a 160 unidades por minuto, de di metro de rosca compreendido entre 3 mm e 10 mm
8463.20.99;Outras
8463.30.00;- M quinas para trabalhar arames e fios de metal
8463.90;- Outras
8463.90.10;De comando num rico
8463.90.90;Outras
84.64;M quinas-ferramentas para trabalhar pedra, produtos cer micos, concreto (bet o), fibrocimento ou mat rias minerais semelhantes, ou para o trabalho a frio do vidro.
8464.10.00;- M quinas para serrar
8464.20;- M quinas para esmerilar ou polir
8464.20.10;Para vidro
8464.20.2;Para cer mica
8464.20.21;De polir placas, para pavimenta  o ou revestimento, com oito ou mais cabe as
8464.20.29;Outras
8464.20.90;Outras
8464.90;- Outras
8464.90.1;Para vidro
8464.90.11;De comando num rico, para retificar, fresar e perfurar
8464.90.19;Outras
8464.90.90;Outras
84.65;M quinas-ferramentas (incluindo as m quinas para pregar, grampear, colar ou reunir por qualquer outro modo) para trabalhar madeira, corti a, osso, borracha endurecida, pl stico duro ou mat rias duras semelhantes.
8465.10.00;- M quinas-ferramentas capazes de efetuar diferentes tipos de opera  es sem troca de ferramentas
8465.20.00;- Centros de usinagem (fabrica  o*)
8465.9;- Outras:
8465.91;-- M quinas de serrar
8465.91.10;De fita sem fim
8465.91.20;Circulares
8465.91.90;Outras
8465.92;"-- M quinas para desbastar ou aplainar; m quinas para fresar ou moldurar"
8465.92.1;De comando num rico
8465.92.11;Fresadoras
8465.92.19;Outras
8465.92.90;Outras
8465.93;-- M quinas para esmerilar, lixar ou polir
8465.93.10;Lixadeiras
8465.93.90;Outras
8465.94.00;-- M quinas para arquear ou reunir
8465.95;-- M quinas para furar ou escatelar
8465.95.1;De comando num rico
8465.95.11;Para furar
8465.95.12;Para escatelar
8465.95.9;Outras
8465.95.91;Para furar
8465.95.92;Para escatelar
8465.96.00;-- M quinas para fender, seccionar ou desenrolar
8465.99.00;-- Outras
84.66;"Partes e acess rios reconhec veis como exclusiva ou principalmente destinados  s m quinas das posi  es 84.56 a 84.65, incluindo os porta-pe as e porta-ferramentas, as fieiras de abertura autom tica, os dispositivos divisores e outros dispositivos especiais, para estas m quinas; porta-ferramentas para ferramentas manuais de qualquer tipo."
8466.10.00;- Porta-ferramentas e fieiras de abertura autom tica
8466.20;- Porta-pe as
8466.20.10;Para tornos
8466.20.90;Outros
8466.30.00;- Dispositivos divisores e outros dispositivos especiais, para m quinas
8466.9;- Outros:
8466.91.00;-- Para m quinas da posi  o 84.64
8466.92.00;-- Para m quinas da posi  o 84.65
8466.93;-- Para m quinas das posi  es 84.56 a 84.61
8466.93.1;Para m quinas da posi  o 84.56
8466.93.11;Para m quinas da subposi  o 8456.20
8466.93.19;Outras
8466.93.20;Para m quinas da posi  o 84.57
8466.93.30;Para m quinas da posi  o 84.58
8466.93.40;Para m quinas da posi  o 84.59
8466.93.50;Para m quinas da posi  o 84.60
8466.93.60;Para m quinas da posi  o 84.61
8466.94;-- Para m quinas das posi  es 84.62 ou 84.63
8466.94.10;Para m quinas das subposi  es 8462.11 ou 8462.19
8466.94.20;Para m quinas das subposi  es 8462.22 a 8462.29
8466.94.90;Outras
84.67;Ferramentas pneum ticas, hidr ulicas ou com motor (el trico ou n o el trico) incorporado, de uso manual.
8467.1;- Pneum ticas:
8467.11;-- Rotativas (mesmo com sistema de percuss o)
8467.11.10;Furadeiras
8467.11.90;Outras
8467.19.00;-- Outras
8467.2;- Com motor el trico incorporado:
8467.21.00;-- Furadeiras (perfuradoras) de qualquer esp cie, incluindo as rotativas
8467.22.00;-- Serras
8467.29;-- Outras
8467.29.10;Tesouras
8467.29.9;Outras
8467.29.91;Cortadoras de tecidos
8467.29.92;Parafusadeiras e rosqueadeiras
8467.29.93;Martelos
8467.29.99;Outras
8467.8;- Outras ferramentas:
8467.81.00;-- Serras de corrente
8467.89.00;-- Outras
8467.9;- Partes:
8467.91.00;-- De serras de corrente
8467.92.00;-- De ferramentas pneum ticas
8467.99.00;-- Outras
84.68;"M quinas e aparelhos para soldar, mesmo de corte, exceto os da posi  o 85.15; m quinas e aparelhos a g s, para t mpera superficial."
8468.10.00;- Ma aricos de uso manual
8468.20.00;- Outras m quinas e aparelhos a g s
8468.80;- Outras m quinas e aparelhos
8468.80.10;Para soldar por fric  o
8468.80.90;Outras
8468.90;- Partes
8468.90.10;De ma aricos de uso manual
8468.90.20;De m quinas ou aparelhos para soldar por fric  o
8468.90.90;Outras
84.70;"M quinas de calcular e m quinas de bolso que permitam gravar, reproduzir e visualizar informa  es, com fun  o de c lculo incorporada; m quinas de contabilidade, m quinas de franquear, de emitir bilhetes e m quinas semelhantes, com dispositivo de c lculo incorporado; caixas registradoras."
8470.10.00;- Calculadoras eletr nicas capazes de funcionar sem fonte externa de energia el trica e m quinas de bolso com fun  o de c lculo incorporada que permitam gravar, reproduzir e visualizar informa  es
8470.2;- Outras m quinas de calcular, eletr nicas:
8470.21.00;-- Com dispositivo impressor incorporado
8470.29.00;-- Outras
8470.30.00;- Outras m quinas de calcular
8470.50;- Caixas registradoras
8470.50.10;Eletr nicas
8470.50.90;Outras
8470.90;- Outras
8470.90.10;M quinas de franquear correspond ncia
8470.90.90;Outras
84.71;"M quinas autom ticas para processamento de dados e suas unidades; leitores magn ticos ou  pticos, m quinas para registrar dados em suporte sob forma codificada, e m quinas para processamento desses dados, n o especificadas nem compreendidas noutras posi  es."
8471.30;- M quinas autom ticas para processamento de dados, port teis, de peso n o superior a 10 kg, que contenham pelo menos uma unidade central de processamento, um teclado e uma tela (ecr *)
8471.30.1;Capazes de funcionar sem fonte externa de energia
8471.30.11;De peso inferior a 350 g, com tela de  rea n o superior a 140 cm2
8471.30.12;De peso inferior a 3,5 kg, com tela de  rea superior a 140 cm2, mas inferior a 560 cm2
8471.30.19;Outras
8471.30.90;Outras
8471.4;- Outras m quinas autom ticas para processamento de dados:
8471.41.00;-- Que contenham, no mesmo corpo, pelo menos uma unidade central de processamento e, mesmo combinadas, uma unidade de entrada e uma unidade de sa da
8471.49.00;-- Outras, apresentadas sob a forma de sistemas
8471.50;- Unidades de processamento, exceto as das subposi  es 8471.41 ou 8471.49, podendo conter, no mesmo corpo, um ou dois dos seguintes tipos de unidades: unidade de mem ria, unidade de entrada e unidade de sa da
8471.50.10;De pequena capacidade, baseadas em microprocessadores, com capacidade de instala  o, dentro do mesmo gabinete, de unidades de mem ria da subposi  o 8471.70, podendo conter m ltiplos conectores de expans o (slots), e valor FOB inferior ou igual a US$ 12.500,00, por unidade
8471.50.20;De m dia capacidade, podendo conter no m ximo uma unidade de entrada e outra de sa da da subposi  o 8471.60, com capacidade de instala  o, dentro do mesmo gabinete, de unidades de mem ria da subposi  o 8471.70, podendo conter m ltiplos conectores de expans o (slots), e valor FOB superior a US$ 12.500,00, mas n o superior a US$ 46.000,00, por unidade
8471.50.30;De grande capacidade, podendo conter no m ximo uma unidade de entrada e outra de sa da da subposi  o 8471.60, com capacidade de instala  o interna, ou em m dulos separados do gabinete do processador central, de unidades de mem ria da subposi  o 8471.70, e valor FOB superior a US$ 46.000,00, mas n o superior a US$ 100.000,00, por unidade
8471.50.40;De muito grande capacidade, podendo conter no m ximo uma unidade de entrada e outra de sa da da subposi  o 8471.60, com capacidade de instala  o interna, ou em m dulos separados do gabinete do processador central, de unidades de mem ria da subposi  o 8471.70, e valor FOB superior a US$ 100.000,00, por unidade
8471.50.90;Outras
8471.60;- Unidades de entrada ou de sa da, podendo conter, no mesmo corpo, unidades de mem ria
8471.60.5;Unidades de entrada
8471.60.52;Teclados
8471.60.53;Indicadores ou apontadores (mouse e track-ball, por exemplo)
8471.60.54;Mesas digitalizadoras
8471.60.59;Outras
8471.60.6;Aparelhos terminais que tenham, pelo menos, uma unidade de entrada por teclado alfanum rico e uma unidade de sa da por v deo (terminais de v deo)
8471.60.61;Com unidade de sa da por v deo monocrom tico
8471.60.62;Com unidade de sa da por v deo policrom tico
8471.60.80;Terminais de auto-atendimento banc rio
8471.60.90;Outras
8471.70;- Unidades de mem ria
8471.70.10;De discos magn ticos
8471.70.20;De discos para leitura ou grava  o de dados por meios  pticos (unidade de disco  ptico)
8471.70.30;De fitas magn ticas
8471.70.40;De estado s lido (SSD - Solid-State Drive)
8471.70.90;Outras, inclu das as combina  es de unidades de, pelo menos, dois dos itens precedentes
8471.80.00;- Outras unidades de m quinas autom ticas para processamento de dados
8471.90;- Outros
8471.90.1;Leitores ou gravadores
8471.90.11;De cart es magn ticos
8471.90.12;Leitores de c digos de barras
8471.90.13;Leitores de caracteres magnetiz veis
8471.90.14;Digitalizadores de imagens (scanners)
8471.90.19;Outros
8471.90.90;Outros
84.72;Outras m quinas e aparelhos de escrit rio (por exemplo, duplicadores hectogr ficos ou a est ncil, m quinas para imprimir endere os, distribuidores autom ticos de notas (pap is-moeda), m quinas para selecionar, contar ou empacotar moedas, m quinas apontadoras de l pis (apara-l pis), perfuradores ou grampeadores (agrafadores*)).
8472.10.00;- Duplicadores
8472.30;- M quinas para selecionar, dobrar, envelopar ou cintar correspond ncia, m quinas para abrir, fechar ou lacrar correspond ncia e m quinas para colar ou obliterar selos
8472.30.10;M quinas autom ticas para obliterar selos postais
8472.30.20;M quinas autom ticas para sele  o de correspond ncia por formato e classifica  o e distribui  o da mesma por leitura  ptica do c digo postal
8472.30.30;M quinas autom ticas para sele  o e distribui  o de encomendas, por leitura  ptica do c digo postal
8472.30.90;Outras
8472.90;- Outros
8472.90.10;Distribuidores (dispensadores) autom ticos de notas (pap is-moeda), incluindo os que efetuam outras opera  es banc rias
8472.90.20;M quinas do tipo utilizado em caixas de banco, com dispositivo para autenticar
8472.90.30;M quinas para selecionar e contar moedas ou notas (pap is-moeda)
8472.90.40;M quinas apontadoras de l pis (apara-l pis), perfuradores, grampeadores e desgrampeadores
8472.90.5;Classificadoras autom ticas de documentos, com leitores ou gravadores do item 8471.90.1 incorporados
8472.90.51;Com capacidade de classifica  o superior a 400 documentos por minuto
8472.90.59;Outras
8472.90.9;Outros
8472.90.91;M quinas para imprimir endere os ou para estampar placas de endere os
8472.90.99;Outros
84.73;Partes e acess rios (exceto estojos, capas e semelhantes) reconhec veis como exclusiva ou principalmente destinados  s m quinas ou aparelhos das posi  es 84.70 a 84.72.
8473.2;- Partes e acess rios das m quinas da posi  o 84.70:
8473.21.00;-- Das calculadoras eletr nicas das subposi  es 8470.10, 8470.21 ou 8470.29
8473.29;-- Outros
8473.29.10;Circuitos impressos com componentes el tricos ou eletr nicos, montados, para caixas registradoras
8473.29.20;De m quinas da subposi  o 8470.30
8473.29.90;Outros
8473.30;- Partes e acess rios das m quinas da posi  o 84.71
8473.30.1;Gabinete, mesmo com m dulo display num rico, fonte de alimenta  o incorporada ou ambos
8473.30.11;Com fonte de alimenta  o, mesmo com m dulo display num rico
8473.30.19;Outros
8473.30.3;De unidades de discos magn ticos ou de fitas magn ticas, exceto as do item 8473.30.4
8473.30.31;Conjuntos cabe a-disco (HDA - Head Disk Assembly) de unidades de discos r gidos, montados
8473.30.32;Bra os posicionadores de cabe as magn ticas
8473.30.33;Cabe as magn ticas
8473.30.34;Mecanismos bobinadores para unidades de fitas magn ticas (magnetic tape transporter)
8473.30.39;Outras
8473.30.4;Circuitos impressos com componentes el tricos ou eletr nicos, montados
8473.30.41;Placas-m e (mother boards)
8473.30.42;Placas (m dulos) de mem ria com uma superf cie inferior ou igual a 50 cm2
8473.30.49;Outros
8473.30.90;Outros
8473.40;- Partes e acess rios das m quinas da posi  o 84.72
8473.40.10;Circuitos impressos com componentes el tricos ou eletr nicos, montados
8473.40.70;Outras partes e acess rios das m quinas dos itens 8472.90.10 ou 8472.90.20
